"id","name","host_id","host_name","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license"
928804582269430272,"Entire 2-Bedroom apartment near Chinatown",136673636,"Weihong","Bridgeport",41.8445154061534,-87.6396320037048,"Entire home/apt",86,2,15,"2024-03-19",1.88,5,177,15,"R24000113515"
929029220989878016,"Woodlawn~ Entire Luxury Apt",340442933,"Martin","Woodlawn",41.7821,-87.61452,"Entire home/apt",150,1,10,"2024-03-11",1.26,2,238,10,"R23000105017"
929101556405194368,"Windy City Getaway | 3BR 2BA Chicago Townhouse",511918330,"Shri","Irving Park",41.94791,-87.73825,"Entire home/apt",137,1,19,"2024-03-09",2.77,1,34,19,"2862388"
929107879611514880,"Luxury 1BR Suite | Lincoln Square",523528839,"Valiullah","Lincoln Square",41.9757695997493,-87.7021118726773,"Entire home/apt",66,2,13,"2024-03-06",1.64,1,97,13,"R23000104737"
929185875236631680,"Coach house in Chicago",523972443,"Kasiet","Jefferson Park",41.9715590652409,-87.7810289118619,"Entire home/apt",83,1,32,"2024-03-23",4.9,1,150,32,"R23000107844"
929220018769944960,"Cozy Studio in Perfect Location",18228163,"Carlo","West Town",41.8931481034073,-87.6605328978082,"Entire home/apt",115,1,32,"2024-03-10",3.79,1,255,32,"R23000104734"
929232712729258240,"Charming Furnished 2 BR / 1 BA !",519821532,"Bernie","Chatham",41.7313516,-87.6065875,"Entire home/apt",79,32,2,"2024-02-03",0.41,1,173,2,""
929716689223008000,"Chicago Home Near Midway Airport",524112329,"Maria","Garfield Ridge",41.7980366053212,-87.7572814807591,"Entire home/apt",250,1,8,"2024-02-26",1.73,1,308,8,"R23000108338"
929757275013058048,"Modern and Luxurious apartment in the West Town",524126503,"Maciej","West Town",41.895957250324,-87.678437039148,"Entire home/apt",224,3,6,"2023-10-16",0.75,1,28,6,"R23000104855"
929845380887604608,"2nd gorgeous room in rogerspark",4291255,"Fatai","Rogers Park",42.0222,-87.67247,"Private room",74,1,1,"2023-10-08",0.18,3,364,1,"R23000104487"
930011686786656000,"Beautiful Northside chi getaway | public transit",316480624,"Joseph","Edgewater",41.9888920363118,-87.6670687547309,"Entire home/apt",71,1,14,"2023-12-22",1.71,19,263,14,"R22000085200"
930516548753160832,"Colorful & Peaceful Boho-Chic Unit in Logan Square",88547320,"Laura","Logan Square",41.9206994,-87.6961395,"Entire home/apt",94,1,54,"2024-03-15",6.4,11,270,54,"R23000102532"
930691208522940928,"Welcome to Harding on the Park!",81858725,"Jennifer","Logan Square",41.9313517517495,-87.7257190394004,"Entire home/apt",96,2,3,"2023-11-04",0.51,1,251,3,"R23000104836"
931380267278137856,"New! Modern, luxury downtown home w/ Gym - EA",62022982,"Patricia","Near North Side",41.8981192,-87.6271617,"Entire home/apt",102,1,3,"2024-03-21",0.55,5,109,3,"R23000099926"
931423751324433280,"M-Convenient fantastic north zone",170551048,"Lyn","Lake View",41.9560848235842,-87.6690255357546,"Entire home/apt",58,32,1,"2023-07-23",0.12,21,111,1,"2845517"
931441231581735808,"Cute studio & centrally located",170551048,"Lyn","Lake View",41.9540472875611,-87.6691084123252,"Entire home/apt",100,32,10,"2024-02-03",1.34,21,269,10,"R28455171234"
932046201339398400,"Getaway in Vibrant West Town Duplex Apartment",37945736,"Alfredo","West Town",41.8927084,-87.6606538,"Entire home/apt",216,3,19,"2024-03-18",2.25,1,48,19,"R23000102441"
932123301754308480,"Charming 3-BED in Lincoln Park/ Old Town & Parking",48630264,"Shuang","Lincoln Park",41.9121353861557,-87.641020976007,"Entire home/apt",209,2,39,"2024-03-19",5.25,1,128,39,"R23000104695"
932529709072977920,"Luxury 3BR Duplex in Prime Location",259191558,"Walton","Near North Side",41.9002035,-87.6256372,"Entire home/apt",450,3,16,"2024-03-18",2.54,5,217,16,"R23000104595"
932548702047898880,"Relax and Unwind! Close to Water Tower Chicago!",501999514,"RoomPicks","Near North Side",41.8900817915646,-87.6264265494551,"Private room",399,1,7,"2024-03-17",2.66,10,355,7,"2863615"
932715382817929216,"Designer’s Contemporary Lincoln Park Flat",151658,"Anne Rutt","Lincoln Park",41.9226779639068,-87.6436919033425,"Entire home/apt",315,32,1,"2023-11-22",0.24,1,134,1,""
932890285662394624,"Good Ol' Greystone, A Genuine Chicago Experience",277477216,"Kiva","West Town",41.9017647,-87.6775104,"Entire home/apt",201,1,19,"2024-02-18",2.32,1,194,19,"R23000102737"
933355342404502784,"McCormick Oasis Balcony/Parking/Patio/Gym/sleeps 6",243035563,"Studebecker","Near South Side",41.855167278742,-87.6239653066795,"Entire home/apt",168,2,13,"2024-02-26",1.55,35,241,13,"2792126"
933966507862102400,"The Lincoln Square Hideaway",525249615,"Kevin & Adele","Lincoln Square",41.9731,-87.69029,"Entire home/apt",133,2,28,"2024-03-13",3.61,1,139,28,"R23000100419"
933970988754637824,"Comfy Pear",82114082,"Genova","Lower West Side",41.85153,-87.67021,"Private room",39,1,3,"2024-03-04",0.58,2,148,3,"R23000099914"
933997121965792640,"Luxe Suite + Spa House Retreat! Pets Welcome",289396383,"Matthew","Humboldt Park",41.9135362716352,-87.7177389373294,"Entire home/apt",126,2,22,"2024-03-10",2.83,3,251,22,"R23000097922"
934014793160952832,"Cozy West Town Condo: Close To Everything",102792406,"Troy","West Town",41.8933129205456,-87.6636860961772,"Entire home/apt",163,2,18,"2024-03-17",3.21,2,132,18,"R23000109208"
934066623929272064,"Spacious Apartment in Chicago",112431044,"Thomas","Lincoln Park",41.9317763,-87.6457319,"Entire home/apt",121,1,32,"2024-03-20",3.97,1,7,32,"R23000105095"
934107197504778880,"Frugal flat-2BR/1BA",72651433,"Jacob","South Chicago",41.7304448,-87.5446836,"Entire home/apt",54,3,1,"2024-01-19",0.46,9,37,1,"R23000101291"
934182154632932608,"1BD Apt near O'Hare/Rosemont Allstate Arena",17962025,"Jackeline","Norwood Park",41.9751532130762,-87.8224924739259,"Entire home/apt",93,3,3,"2024-02-19",0.43,1,119,3,"R23000109371"
934346385651190016,"Guest Paradise Chicago with private entrance",30668287,"Still","Roseland",41.6912362623461,-87.6387396905945,"Entire home/apt",98,2,10,"2024-02-25",1.26,2,358,10,"R23000105718"
934631082343014144,"New Cozy 2-Bedroom Apartment",136673636,"Weihong","Bridgeport",41.8448993470021,-87.6396136923262,"Entire home/apt",90,2,8,"2024-02-25",1.29,5,233,8,"R24000113515"
934760584015867392,"Luxury Penthouse in Lincoln Square",26018213,"Nicole","Lincoln Square",41.9684133841598,-87.6906724746621,"Entire home/apt",248,2,4,"2023-12-19",0.78,1,287,4,"R23000108746"
934913641942499200,"#C2 - Serra Room | Perfect for Vacation & WFH",65611806,"Ayesha","West Town",41.89874,-87.67626,"Private room",78,1,11,"2024-01-14",1.31,4,305,11,"R23000104832"
935003537929904896,"Modern Chicago Bungalow",2526824,"Roger","Austin",41.90226,-87.76567,"Private room",79,1,4,"2023-10-08",0.52,1,238,4,"R23000105106"
935459998451079424,"Lincoln Park Apt: Walk to Beach, Shops & Dining!",121719854,"Evolve","Lincoln Park",41.92296,-87.64405,"Entire home/apt",163,2,3,"2024-03-16",0.45,42,336,3,"R23000101448"
935747380057532800,"Spacious 2bedroom in Rogers Park",525748901,"Christian","West Ridge",41.99983,-87.68242,"Entire home/apt",75,2,25,"2024-03-03",3.25,1,24,25,"R22000087969"
935779337743496320,"*Rare* High-Rise Haven for Travelers",114720319,"Yelena","Near North Side",41.8960075853958,-87.6248260092698,"Entire home/apt",82,32,1,"2024-01-09",0.39,1,260,1,""
935806614159680768,"Boss Barbie’s Dreamhouse",366307082,"Tammara","Chatham",41.7362,-87.60781,"Entire home/apt",175,2,25,"2024-03-13",3.95,1,312,25,"R23000107847"
936100450988179456,"Wrigleyville - 3BD, 1 Bath",340840252,"Michael","Lake View",41.9481596,-87.6523087,"Entire home/apt",225,2,16,"2024-03-18",1.94,1,119,16,"R23000103358"
936240339029923584,"#C3 - Stella Room | Perfect for Vacation & WFH",65611806,"Ayesha","West Town",41.89909,-87.67651,"Private room",55,1,10,"2024-03-17",1.22,4,357,10,"R23000104832"
936250721417590272,"#C0 - Wicker Haus | Perfect for Vacation & WFH",65611806,"Ayesha","West Town",41.8972693150455,-87.6785179214285,"Entire home/apt",332,1,2,"2023-10-15",0.33,4,299,2,"R23000104832"
936470731807712640,"Modern Chicago Condo - 2br/2bath",525940505,"Karah","Near West Side",41.87345,-87.68871,"Entire home/apt",150,32,1,"2023-10-11",0.18,1,137,1,""
937005666392379392,"Light n' Bright City Stay",32268721,"Kati","West Town",41.89936,-87.66223,"Entire home/apt",108,30,4,"2024-02-08",0.79,1,158,4,"R23000106654"
937255796276520832,"Fully Remodeled Apartment & NO Cleaning Fee",514776477,"Ralph","Bridgeport",41.83958,-87.65719,"Private room",24,32,4,"2024-03-02",0.52,64,297,4,"R20000056433"
937525937855444736,"Wicker Park Walk-Up Condo",125750418,"Randy","West Town",41.9053769808486,-87.665088838275,"Entire home/apt",198,2,21,"2024-03-03",3.1,1,266,21,"R23000107120"
937629276411292032,"Urban Oasis in Vibrant Gold Coast",259191558,"Walton","Near North Side",41.90058,-87.62675,"Entire home/apt",198,2,21,"2024-03-18",4.81,5,259,21,"R23000105352"
937720836400513024,"Private studio in Bowmanville!",33317558,"Angela","Lincoln Square",41.977737096884,-87.6780306100031,"Entire home/apt",109,2,20,"2023-12-10",2.52,1,109,20,"R23000105259"
937794550277689344,"The Fratterhorn at Wrigley",3230291,"David","Lake View",41.9474927755838,-87.664003291461,"Entire home/apt",77,2,20,"2024-02-17",2.45,16,294,20,"R23000105198"
937838887006592128,"Private Deck FREE Designated P-Spot United Center",361997400,"Sergii","Near West Side",41.88037,-87.68177,"Entire home/apt",149,2,21,"2024-03-15",2.57,12,359,21,"R23000103623"
937881001174655872,"FREE Garage Parking & Private PATIO United Center",361997400,"Sergii","Near West Side",41.8800123878891,-87.680108556414,"Entire home/apt",164,2,20,"2024-03-18",2.47,12,354,20,"R23000103625"
937923758339180800,"Flexhome Logan Square B1 - Office+W/D+Patio",497660633,"Flexhome","Logan Square",41.9231713,-87.6969236,"Entire home/apt",90,32,2,"2023-12-12",0.28,18,106,2,""
937924535998862336,"Grant Park-10 min Free P-Spot EV&Balcony Sleeps 10",361997400,"Sergii","Near West Side",41.8821511697663,-87.6798388608837,"Entire home/apt",205,2,31,"2024-03-17",3.84,12,0,31,"R23000103620"
937957375417924480,"Free Garage Park w/ EV charge Downtown 10 min",361997400,"Sergii","Near West Side",41.8799424229782,-87.6817728534589,"Entire home/apt",173,2,23,"2024-03-19",2.8,12,356,23,"R23000103624"
937965644715268864,"7C1eih3L30 Luxury Double Full Beds",22094147,"Jim And Emma","East Garfield Park",41.8788854804319,-87.7037504737087,"Private room",48,32,1,"2023-07-30",0.13,14,365,1,""
937976100420792064,"Flexhome Avondale 3BR Duplex W2 - Parking+Patio",497660633,"Flexhome","Avondale",41.9344195,-87.7130169,"Entire home/apt",125,32,1,"2024-02-19",0.86,18,53,1,""
938020847086483456,"Downtown 10 min FREE indoor Park sleeps 10-2 Baths",361997400,"Sergii","Near West Side",41.8807296482339,-87.6815427258574,"Entire home/apt",219,2,13,"2024-02-19",1.59,12,315,13,"R23000103622"
938078824576241664,"Free P-Spot EV charge Sleeps 10-McCormick 10 min",361997400,"Sergii","Near West Side",41.8817286867582,-87.6813486255663,"Entire home/apt",157,2,31,"2024-03-15",3.78,12,359,31,"R23000103621"
938223813938966016,"Bold Bohemian Splendor | 2BR | Pilsen",43933909,"Nat","North Lawndale",41.86454,-87.69494,"Entire home/apt",139,1,22,"2024-03-22",2.77,20,23,22,"R23000103897"
938243412414162944,"Cozy Apartment in Hip Logan Square",95904838,"Theresa","Avondale",41.9336789,-87.7040792,"Entire home/apt",74,1,25,"2024-03-14",3.25,3,158,25,"R23000100702"
938352391814465536,"2BR Stunning River North Suite",71423,"Anthony","Near North Side",41.8972126338655,-87.6396106093104,"Entire home/apt",273,32,11,"2023-11-17",1.41,2,164,11,"R23000104905"
938454186694611456,"NewReno! Cute Chicago Attic Loft",168379807,"Anthony","Irving Park",41.96255,-87.73732,"Entire home/apt",109,1,8,"2023-10-20",1.11,1,12,8,"R23000106816"
938458858322796032,"University of Chicago Condo-Upgraded and Spacious",58514627,"Diane","Woodlawn",41.7746477,-87.5942938,"Entire home/apt",159,2,13,"2024-03-17",1.7,1,319,13,"R23000105305"
938609141427706368,"Entire house w/ free parking, close to Wrigley!",526588725,"Kelly","Lake View",41.93726,-87.65736,"Entire home/apt",551,1,20,"2024-03-15",2.67,1,258,20,"R23000105720"
938679041129647360,"Updated Raised Ranch Awaits You!",503136249,"Dee","West Pullman",41.6643019102889,-87.6315693837478,"Entire home/apt",175,32,1,"2024-01-29",0.55,2,365,1,""
939198536188124800,"The Polo",458746920,"Mark","Morgan Park",41.6869288,-87.6553513,"Entire home/apt",129,2,11,"2024-03-17",1.35,1,351,11,"R23000105272"
939198849447540736,"LargeStudio bedroom w/balcony",516569772,"AlIs","West Town",41.9046312695121,-87.6707633724502,"Entire home/apt",112,32,3,"2024-02-09",1,6,355,3,"R23000103606"
939384118010210432,"Wrigleyville Updated Condo with Free Parking",6789528,"Peter","Lake View",41.9503317,-87.6523466,"Entire home/apt",305,1,14,"2024-03-10",1.9,5,262,14,"R23000104276"
939401148857776768,"Comfy & Private Chicago Studio",289992536,"Carla","Portage Park",41.9454523788626,-87.7484776774596,"Entire home/apt",65,1,41,"2024-03-08",5.13,3,226,41,"R23000103500"
939441242536327168,"Amazing Place To Stay",226582852,"Jane And Kris","New City",41.801107669317,-87.6444629903667,"Private room",23,32,1,"2023-09-02",0.15,24,82,1,""
939713544541873280,"Unwind in Style | Near Midway Airport",53938422,"Lauren","Brighton Park",41.8200998,-87.7033093,"Entire home/apt",125,3,9,"2024-03-17",1.17,2,65,9,"R23000097344"
939795816622522880,"La Casa Cerca La Playa",6452801,"Idris","South Chicago",41.7501858059523,-87.5570459563992,"Entire home/apt",181,32,1,"2023-08-13",0.13,4,365,1,"R22000090017"
939880858971577472,"Entire Space Delight Chicago: Early Check in",30668287,"Still","Roseland",41.68947,-87.63933,"Entire home/apt",157,2,1,"2023-11-28",0.26,2,357,1,"R23000105718"
939884931947437056,"Spacious Peaceful & Airy Boho-Chic Condo in Pilsen",88547320,"Laura","Lower West Side",41.848287,-87.6863985,"Entire home/apt",178,1,17,"2023-11-26",2.2,11,262,17,"R23000105295"
940173538387146880,"Central Cozy Studio w/ All Amenities",95904838,"Theresa","Avondale",41.9336789,-87.7040792,"Entire home/apt",42,1,36,"2024-03-18",4.52,3,95,36,"R23000100702"
940179915626035712,"Special Discount Luxury Condo 10 Mins to Downtown",378232184,"Kimberly","West Town",41.8934653362453,-87.6833700803061,"Entire home/apt",208,2,15,"2024-03-01",2,3,62,15,"R23000104539"
940417907294837120,"Chic River North Retreat",431261724,"AW Luxe","Near North Side",41.8937489,-87.6299761,"Entire home/apt",188,1,14,"2024-02-29",1.81,8,104,14,"R23000103904"
940563795661048192,"Belmont Pleasures - hot tub / arcade gaming room",527098826,"Nassa","Belmont Cragin",41.9379731908516,-87.7861417023651,"Entire home/apt",382,1,18,"2024-03-21",4.06,1,238,18,"R23000105629"
940642852501852800,"Logan Square Luxury Villa | 3 Beds, 3 Baths",152478905,"Zac","Logan Square",41.9213806,-87.7079862,"Entire home/apt",171,1,3,"2023-10-24",0.49,1,227,3,"R23000105093"
940646180492591616,"Modern Condominium Showcasing Advanced 4K LED TVs",365660753,"Brian","Washington Park",41.78626,-87.61895,"Entire home/apt",349,1,13,"2023-10-22",1.61,1,350,13,"R23000105524"
940666366235603968,"City Living at its Best: Stylish 2BR Getaway",429410420,"Yval","West Town",41.9019415000199,-87.6805995878961,"Entire home/apt",86,1,38,"2024-03-02",4.85,9,270,38,"R24000114998"
940763505789746944,"R1 Close to Downtown, small room",527153960,"Jose","New City",41.8089,-87.67009,"Private room",30,2,9,"2024-02-27",1.36,9,221,9,"R23000105602"
941231194429802368,"Bold Bohemian Splendor | 2BR | Pilsen",43933909,"Nat","North Lawndale",41.86468,-87.6962,"Entire home/apt",112,1,13,"2024-03-10",2.13,20,26,13,"R23000103897"
941366001563272320,"Fully Remodeled Apartment & NO Cleaning Fee",514776477,"Ralph","Bridgeport",41.8415759674105,-87.6563867681419,"Private room",27,32,7,"2024-03-04",0.89,64,305,7,"R20000056433"
941402422107856896,"Fully Remodeled Apartment & NO Cleaning Fee",514776477,"Ralph","Bridgeport",41.83957,-87.65688,"Private room",28,32,1,"2023-08-08",0.13,64,250,1,"R20000056433"
941402552194609920,"Fully Remodeled Apartment & NO Cleaning Fee",514776477,"Ralph","Bridgeport",41.8394121898711,-87.6577561139788,"Private room",27,32,3,"2024-03-04",0.43,64,332,3,"R20000056433"
941591484459326720,"10 min to Chinatown 15 Downtown",514776477,"Ralph","Mckinley Park",41.8356177554777,-87.668652489624,"Private room",40,1,5,"2023-10-23",0.77,64,344,5,"R22000086858"
941597864321102080,"BR at Bridgeport - 2 guests",514776477,"Ralph","Bridgeport",41.83378,-87.64426,"Private room",39,1,6,"2024-03-09",1.26,64,236,6,"R22000080389"
941916584979437568,"2-Bedroom City Charm Apartment",420690384,"Hanzel And Reese","Edgewater",41.9779299677746,-87.6694276041696,"Entire home/apt",78,1,12,"2024-02-28",1.55,9,170,12,"R23000104580"
941941413832717056,"Amazing steps to FultonMarket",245574996,"Matthew","Near West Side",41.88266,-87.64286,"Entire home/apt",276,32,1,"2023-09-05",0.15,7,217,1,"R99000012352"
941954056584953344,"Prime 2BR Gem in River North Best Location!",420690384,"Hanzel And Reese","Near North Side",41.88904,-87.63221,"Entire home/apt",161,1,38,"2024-03-09",4.91,9,75,38,"R21000061010"
942045428572943360,"Entire luxury downtown home w/ Gym - TB",62022982,"Patricia","Near North Side",41.8975240323524,-87.6278739343574,"Entire home/apt",122,1,41,"2024-03-17",5.47,5,108,41,"R23000099926"
942073556902892544,"2 BRs, Garden Apt near S. Loop; near football sta",515846655,"John","Lower West Side",41.85875,-87.6404,"Entire home/apt",141,3,17,"2024-03-11",2.27,1,85,17,"R23000106400"
942286996749927680,"Private BR - 9 min to downtown",514776477,"Ralph","Bridgeport",41.8297587722691,-87.6445605875645,"Private room",45,1,3,"2023-10-13",0.48,64,27,3,"R23000100627"
942592783814606336,"Breathtaking & Chic Oasis Loc in Desirable Old Twn",111062630,"Kyriako","Near North Side",41.9074877329728,-87.6382713764906,"Entire home/apt",120,2,50,"2024-03-21",6.22,22,242,50,"R23000102311"
942678366214497408,"Luxury Renovated Central One Bedroom in OldTown",515855788,"Hatice","Near North Side",41.9066368535435,-87.6328177118107,"Entire home/apt",149,1,35,"2024-03-18",4.39,12,319,35,"R23000105636"
942769993246125056,"4BD/4BTH - Entire Building+Garage - Wicker Park!",527668179,"Erez","West Town",41.901354077786,-87.6767789697637,"Entire home/apt",341,3,16,"2024-03-20",2.26,1,129,16,"R23000104531"
943350688537048320,"Boutique Flat in Lincoln Park with Free Parking!",129482255,"David","Lake View",41.93457,-87.64625,"Entire home/apt",93,1,5,"2024-03-03",1.3,3,111,5,"R23000102438"
943381465426587520,"Duplex 3 bedroom w/FREE Parking!",514924529,"Pinar","West Town",41.9104811176965,-87.66778100878,"Entire home/apt",292,32,8,"2023-10-16",1.07,1,357,8,"R23000105526"
943404865074799616,"Newly Renovated 1BD near West Loop & Little Italy",53964832,"Jonathan","Near West Side",41.8701958389076,-87.6617216856373,"Entire home/apt",184,1,12,"2024-03-18",2.14,22,355,12,"2912850"
943480956651590656,"May: Priv. Studio Ap, 15 Min to Dntwn",134446004,"Ibi","West Englewood",41.79234,-87.6551,"Entire home/apt",33,32,1,"2023-10-04",0.17,4,271,1,""
943546735381736320,"Spacious Studio in Little Italy, Near West Loop",53964832,"Jonathan","Near West Side",41.8692241072463,-87.6627554788562,"Entire home/apt",169,1,9,"2024-03-18",1.61,22,350,9,"2912850"
943589569012742528,"R3 Close to Downtown Small Room",527153960,"Jose","New City",41.80851,-87.67209,"Private room",29,2,6,"2024-02-02",0.79,9,221,6,"R23000105602"
943590899244819968,"R2- Close to Downtown Small Room",527153960,"Jose","New City",41.80804,-87.67218,"Private room",26,2,7,"2024-02-21",1.27,9,223,7,"R23000105602"
943598227875987072,"The Landmark; a comfortable suite in the Gap",70961197,"Felicia","Douglas",41.83582,-87.62168,"Entire home/apt",100,2,10,"2024-03-18",2.24,1,28,10,"R23000103701"
943627019938676480,"R4 Close to Downtown Small Room",527153960,"Jose","New City",41.80851,-87.6724,"Private room",26,2,7,"2024-01-21",1.19,9,221,7,"R23000105602"
943637181024361216,"R5 Close to Downtown Small Room",527153960,"Jose","New City",41.80741,-87.67019,"Private room",26,2,5,"2024-02-26",0.74,9,223,5,"R23000105602"
943652415280278528,"R6 Close to Downtown Small Room",527153960,"Jose","New City",41.80844,-87.6701,"Private room",30,2,4,"2024-01-08",0.96,9,219,4,"R23000105602"
943661752071726336,"R7 Close to Downtown Small Room",527153960,"Jose","New City",41.80859,-87.67246,"Private room",30,2,12,"2024-03-23",1.56,9,219,12,"R23000105602"
943669610601675008,"R8 Close to Downtown Small Room",527153960,"Jose","New City",41.8068,-87.67248,"Private room",29,2,5,"2024-02-24",0.75,9,222,5,"R23000105602"
943711818507563008,"R9 Close to Downtown Tiny Room",527153960,"Jose","New City",41.8068005727489,-87.6705187010753,"Private room",23,2,8,"2024-01-14",1.11,9,223,8,"R23000105602"
943776082540605568,"Charming Apartment with free st parking Lincoln Sq",527950154,"Isioma","West Ridge",41.9857692056207,-87.7026106415403,"Entire home/apt",135,2,4,"2023-11-25",0.59,1,347,4,"R23000106424"
943821238014672896,"Chicago Condo Close to Wrigley!",165881852,"Jacob","Lake View",41.9534029740535,-87.6510916754831,"Entire home/apt",121,1,28,"2024-03-14",3.59,2,103,28,"R23000101022"
944098429214366976,"Spacious Two Bedroom Apartment near West Loop",53964832,"Jonathan","Near West Side",41.8690804,-87.662734,"Entire home/apt",247,1,3,"2024-03-10",0.54,22,351,3,"2912850"
944114254714421504,"Modern 1BR Near West Loop & Little Italy (ADA)",53964832,"Jonathan","Near West Side",41.8684336740857,-87.6634232000937,"Entire home/apt",176,1,4,"2024-03-16",0.71,22,299,4,"2912850"
944124188023865728,"Stylish 1-BR with Balcony near West Loop",53964832,"Jonathan","Near West Side",41.8681334422873,-87.663651688349,"Entire home/apt",206,1,3,"2024-03-11",2.65,22,348,3,"2912850"
944124230648097536,"1BR w/ Patio steps from Illinois Medical District",53964832,"Jonathan","Near West Side",41.8692521731992,-87.6627018134919,"Entire home/apt",184,1,12,"2024-03-14",2.22,22,328,12,"2912850"
944124263006454784,"Large 2-BR Apartment in the Heart of Little Italy",53964832,"Jonathan","Near West Side",41.8686055794622,-87.6638417479137,"Entire home/apt",242,1,5,"2024-03-18",0.89,22,318,5,"2912850"
944178460766303488,"Welcome to the Concrete Jungle! Roar! WicKer PaRK",70332680,"Lina","West Town",41.9065618301985,-87.6709258904962,"Entire home/apt",125,3,20,"2024-03-03",2.67,5,69,20,"R23000105725"
944199588115611520,"Pristine Paradise Haven 3BR/2BA. Free Parking (2)",402497267,"Rasheed","West Town",41.9074,-87.66474,"Entire home/apt",188,2,22,"2024-03-17",3.22,4,110,22,"2891365"
944220056498985728,"Charming Large Convertible in Unit Old Town",35804478,"Özlem","Near North Side",41.9074832726101,-87.6330662405605,"Entire home/apt",116,32,15,"2024-02-20",1.89,4,232,15,"R23000105026"
944304071727896320,"Smart Lofts on Parkway",495698931,"Jessica","Lake View",41.9329024,-87.6521939,"Entire home/apt",113,2,23,"2024-03-10",2.97,2,115,23,"R23000105848"
944870414494658304,"Newly Renovated 2bd Across from Palmer Square Park",522836737,"Brian","Logan Square",41.92037,-87.70633,"Entire home/apt",87,1,12,"2024-01-02",1.61,1,319,12,"R23000101002"
944905921410062336,"Chic 2BR Haven: Fully Furnished",259688317,"Vincent & Sofia","Avondale",41.94198,-87.72604,"Entire home/apt",73,1,8,"2024-03-01",1.14,9,168,8,"R23000108092"
944946165344207488,"Lively Retreat: 2BR Apartment in Lincoln Square",459616862,"Shaun","Lincoln Square",41.9652039203788,-87.6866944350817,"Entire home/apt",72,1,26,"2024-02-27",3.84,7,144,26,"R22000094597"
944954148541326080,"Sonder Jewelers Row | Superior 2BR Apt",435105119,"Sonder (Chicago)","Loop",41.88062,-87.6247,"Entire home/apt",259,1,8,"2024-02-15",1.08,42,354,8,"2595440"
944966011522259712,"Modern 2BR Furnished Apt w/In-Unit Laundry!",327709604,"Kara And Alex","Portage Park",41.96277,-87.75465,"Entire home/apt",73,1,12,"2024-02-22",1.91,9,152,12,"R23000109579"
945176090205845760,"Classic Flat w/ Modern Upgrades",10345613,"Dana","Irving Park",41.943865838124,-87.7284269714885,"Entire home/apt",120,4,7,"2023-11-29",1.19,1,96,7,"R23000097414"
945245909529214208,"1 Person BR - Travel Chinatown",436959191,"Yan Na","Armour Square",41.84992,-87.63415,"Private room",40,1,25,"2024-02-28",3.97,20,254,25,"R22000094473"
945257250578508800,"Private BR Located in Chinatown",436959191,"Yan Na","Armour Square",41.84995,-87.6353,"Private room",39,1,15,"2024-03-03",2.47,20,257,15,"R22000094473"
945514564163690112,"Cozy Rogers Park 2 Bedroom Flat",9909072,"Jonathan","Rogers Park",42.0009333487497,-87.6633495442466,"Entire home/apt",120,1,2,"2024-03-23",2,1,219,2,"R24000113145"
945575957781578368,"Serene & Cozy 1BR Apartment",516729738,"Sania","Albany Park",41.965610681844,-87.7016072405214,"Entire home/apt",68,1,9,"2024-01-31",1.29,9,170,9,"R23000107868"
945605472603561216,"Tranquil 2 Bedroom Condo in Chicago",486064025,"Vlad","Grand Boulevard",41.80351,-87.61838,"Entire home/apt",107,32,18,"2024-02-18",2.4,3,80,18,"R22000093400"
945637309318614272,"Root for the Home Team 2 bedroom 2 blocks 2Wrigley",74888714,"Jessica","Lake View",41.9514879,-87.655377,"Entire home/apt",104,32,3,"2023-11-05",0.46,2,278,3,"R23000102367"
945662570819270400,"Cozy Bright Spacious Boho-Chic Condo in Avondale",88547320,"Laura","Avondale",41.9363832,-87.7232454,"Entire home/apt",66,1,33,"2024-03-18",4.29,11,314,33,"R23000105356"
945711182443696768,"2 Bedroom Smart Home Downtown Chicago!",147366450,"Brian","Loop",41.8846296110634,-87.6269115742919,"Entire home/apt",173,3,5,"2024-02-25",1.11,2,73,5,"R23000106803"
945827947899514880,"Upscale 1BR Haven in Perfect Location",429410420,"Yval","Near North Side",41.8970196968537,-87.6262647846474,"Entire home/apt",98,1,18,"2024-03-07",2.49,9,209,18,"R23000107515"
945867393113350272,"Gold Coast 1BR Hideaway w/ Spacious Living Area",516729738,"Sania","Near North Side",41.89898,-87.62654,"Entire home/apt",102,1,22,"2024-02-19",3.32,9,113,22,"R21000063383"
945877880010500864,"Luxe 2-Level PH + Spa House Retreat! Pets Welcome",289396383,"Matthew","Humboldt Park",41.91305,-87.71836,"Entire home/apt",349,1,3,"2023-12-09",0.56,3,92,3,"R23000097922"
945890649892355328,"Refined Studio Retreat with In-Unit Laundry",435770634,"Nico And Dyan","Near North Side",41.8974898180034,-87.626245192406,"Entire home/apt",98,1,26,"2024-03-07",3.58,10,128,26,"R21000063379"
945969361864175360,"*BRAND NEW* Luxury Apt in Downtown Chicago",89755474,"Victor","Loop",41.8715510742118,-87.6343027424707,"Entire home/apt",106,32,2,"2023-11-18",0.3,3,140,2,""
946246808814878720,"Bold Bohemian Splendor | 1PBR | Pilsen",43933909,"Nat","North Lawndale",41.8646217695198,-87.694573182615,"Private room",41,1,3,"2024-03-15",2.14,20,2,3,"R23000103897"
